date,annee,mois,trimestre,mois_label,produit,categorie,type_chimique,fournisseur,quantite_kg,prix_litre_eur,cout_total_eur,ph,ph_neutre,cov_g_par_l,charge_cov_g,dbo5_mg_par_l,biodegradabilite_pct,lc50_daphnie_mg_par_l,dose_utilisation_ml_par_l,score_env,segment_risque,ratio_cout_score,est_eco,ecolabel_eu,conforme_reach,nordic_swan
2023-05-01,2023,5,2,2023-05,Désodorisant industriel masquant,désodorisant,synthétique,IndustraNett,46.7,16.95,791.56,9.1,False,7.3,340.91,295.9,37.7,108.0,48.6,5.04,Risque modéré,3.363,False,False,True,False
2023-05-01,2023,5,2,2023-05,Décapant sol enzymatique,décapant,enzymatique,VerteChimie,205.4,40.62,8343.35,7.9,True,0.42,86.27,751.6,87.2,215.9,6.9,7.63,Faible risque,5.324,True,True,True,False
2023-05-01,2023,5,2,2023-05,Dégraissant alcalin HD,dégraissant,alcalin,ProHygiène,15.4,16.84,259.34,10.9,False,8.08,124.43,378.8,23.4,104.3,71.7,4.02,Risque élevé,4.189,False,False,True,False
2023-05-01,2023,5,2,2023-05,Désodorisant enzymatique,désodorisant,enzymatique,VerteChimie,477.6,60.35,28823.16,8.0,True,0.79,377.3,1172.6,92.2,487.0,65.4,9.37,Faible risque,6.441,True,False,True,False
2023-05-01,2023,5,2,2023-05,Désodorisant enzymatique,désodorisant,enzymatique,ProHygiène,485.9,56.64,27521.38,6.9,True,0.57,276.96,814.3,95.5,539.9,10.5,9.83,Faible risque,5.762,True,False,True,True
2023-05-01,2023,5,2,2023-05,Décapant sol industriel,décapant,solvant,IndustraNett,28.3,17.72,501.48,5.8,False,106.36,3009.99,334.7,25.5,4.1,11.9,3.0,Risque élevé,5.907,False,False,True,False
2023-05-01,2023,5,2,2023-05,Décapant sol enzymatique,décapant,enzymatique,IndustraNett,133.4,38.4,5122.56,6.8,True,0.43,57.36,857.0,89.1,405.8,56.6,9.04,Faible risque,4.248,True,True,True,True
2023-05-01,2023,5,2,2023-05,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,EcoClean,220.0,39.31,8648.2,10.0,False,13.59,2989.8,191.7,64.5,31.7,14.2,5.02,Risque modéré,7.831,False,False,True,False
2023-06-01,2023,6,2,2023-06,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,ProHygiène,308.9,6.5,2007.85,8.4,True,0.28,86.49,893.2,98.6,171.1,65.9,7.55,Faible risque,0.861,True,False,True,True
2023-06-01,2023,6,2,2023-06,Mousse nettoyante toutes surfaces,nettoyant multi,tensioactif,ChemPro,477.5,20.14,9616.85,7.3,True,6.04,2884.1,455.9,40.5,115.6,33.0,5.74,Risque modéré,3.509,False,False,True,False
2023-06-01,2023,6,2,2023-06,Mousse nettoyante toutes surfaces,nettoyant multi,tensioactif,IndustraNett,171.2,9.59,1641.81,5.6,False,11.49,1967.09,428.3,34.0,124.0,18.5,5.18,Risque modéré,1.851,False,False,True,False
2023-06-01,2023,6,2,2023-06,Emulsion sol biosourcée,entretien sol,biosourcé,ChemPro,145.0,25.27,3664.15,8.2,True,0.59,85.55,844.6,97.3,228.7,67.1,7.91,Faible risque,3.195,True,True,True,True
2023-06-01,2023,6,2,2023-06,Nettoyant acide détartrant,détartrant,acide,ChemPro,247.9,41.49,10285.37,3.6,False,7.59,1881.56,65.3,56.3,84.2,8.9,5.05,Risque modéré,8.216,False,False,True,False
2023-06-01,2023,6,2,2023-06,Désinfectant peroxyde EcoPur,désinfectant,peroxyde,ChemPro,65.4,52.74,3449.2,7.5,True,0.51,33.35,805.3,97.4,285.3,30.8,8.47,Faible risque,6.227,True,True,True,True
2023-06-01,2023,6,2,2023-06,Décapant sol enzymatique,décapant,enzymatique,ChemPro,274.1,17.03,4667.92,7.9,True,0.58,158.98,668.3,98.5,380.3,44.5,8.95,Faible risque,1.903,True,True,True,True
2023-06-01,2023,6,2,2023-06,Dégraissant alcalin HD,dégraissant,alcalin,ProHygiène,318.0,12.6,4006.8,12.0,False,6.85,2178.3,320.5,30.9,107.4,78.9,3.94,Risque élevé,3.198,False,False,True,False
2023-06-01,2023,6,2,2023-06,Nettoyant acide biosourcé,détartrant,biosourcé,EcoClean,281.1,50.46,14184.31,7.2,True,0.37,104.01,695.3,96.4,602.5,11.3,9.83,Faible risque,5.133,True,True,True,False
2023-06-01,2023,6,2,2023-06,Antirouille process,traitement surface,acide,IndustraNett,159.5,29.36,4682.92,2.0,False,4.61,735.3,110.4,39.3,76.3,77.3,4.04,Risque élevé,7.267,False,False,True,False
2023-07-01,2023,7,3,2023-07,Désodorisant enzymatique,désodorisant,enzymatique,VerteChimie,215.9,19.88,4292.09,7.3,True,0.44,95.0,815.5,88.1,339.5,78.0,8.58,Faible risque,2.317,True,True,True,False
2023-07-01,2023,7,3,2023-07,Nettoyant haute pression concentré,nettoyant HP,alcalin,ChemPro,245.0,26.55,6504.75,12.8,False,7.05,1727.25,421.1,58.7,71.5,30.3,4.31,Risque élevé,6.16,False,False,True,False
2023-07-01,2023,7,3,2023-07,Désodorisant industriel masquant,désodorisant,synthétique,ChemPro,430.1,26.02,11191.2,7.5,True,5.71,2455.87,254.6,59.4,74.5,75.4,6.0,Risque modéré,4.337,False,False,True,False
2023-07-01,2023,7,3,2023-07,Dégraissant solvant chloré,dégraissant,solvant,ChemPro,85.5,15.67,1339.78,9.8,False,94.9,8113.95,460.8,37.7,9.0,77.4,3.06,Risque élevé,5.121,False,False,False,False
2023-07-01,2023,7,3,2023-07,Nettoyant inox alimentaire,nettoyant inox,acide,ChemPro,261.5,4.96,1297.04,1.9,False,4.86,1270.89,121.8,28.4,64.7,19.2,3.61,Risque élevé,1.374,False,False,True,False
2023-07-01,2023,7,3,2023-07,Nettoyant acide détartrant,détartrant,acide,VerteChimie,35.8,39.13,1400.85,2.6,False,9.1,325.78,109.6,49.9,75.2,13.0,4.47,Risque élevé,8.754,False,False,True,False
2023-07-01,2023,7,3,2023-07,Mousse nettoyante toutes surfaces,nettoyant multi,tensioactif,VerteChimie,31.1,42.14,1310.55,7.3,True,7.56,235.12,419.7,20.0,69.5,79.2,4.82,Risque élevé,8.743,False,False,True,False
2023-07-01,2023,7,3,2023-07,Antirouille process,traitement surface,acide,ChemPro,285.8,39.03,11154.77,3.6,False,5.79,1654.78,127.6,25.5,78.4,42.8,4.11,Risque élevé,9.496,False,False,True,False
2023-07-01,2023,7,3,2023-07,Emulsion sol biosourcée,entretien sol,biosourcé,EcoClean,493.5,4.09,2018.42,7.5,True,0.4,197.4,1104.7,95.8,327.4,69.2,8.68,Faible risque,0.471,True,True,True,False
2023-07-01,2023,7,3,2023-07,Cire sol industrielle,entretien sol,solvant,ChemPro,235.2,11.69,2749.49,9.4,False,142.15,33433.68,434.9,29.0,6.8,11.8,2.28,Risque élevé,5.127,False,False,True,False
2023-07-01,2023,7,3,2023-07,Nettoyant acide biosourcé,détartrant,biosourcé,EcoClean,248.3,61.87,15362.32,7.1,True,0.53,131.6,745.1,97.7,385.0,70.4,9.2,Faible risque,6.725,True,True,True,True
2023-08-01,2023,8,3,2023-08,Mousse nettoyante toutes surfaces,nettoyant multi,tensioactif,ChemPro,68.9,42.21,2908.27,7.8,True,11.66,803.37,221.5,29.1,61.2,68.3,4.84,Risque élevé,8.721,False,False,True,False
2023-08-01,2023,8,3,2023-08,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,ProHygiène,123.1,18.31,2253.96,9.0,False,13.67,1682.78,222.1,38.6,19.7,79.3,4.48,Risque élevé,4.087,False,False,True,False
2023-08-01,2023,8,3,2023-08,Nettoyant acide biosourcé,détartrant,biosourcé,ChemPro,153.3,30.81,4723.17,7.1,True,0.63,96.58,688.3,80.1,453.4,19.2,9.08,Faible risque,3.393,True,True,True,True
2023-08-01,2023,8,3,2023-08,Dégraissant solvant chloré,dégraissant,solvant,IndustraNett,474.9,17.62,8367.74,5.4,False,135.53,64363.2,299.2,31.0,4.3,49.0,2.66,Risque élevé,6.624,False,False,True,False
2023-08-01,2023,8,3,2023-08,Nettoyant inox alimentaire,nettoyant inox,acide,IndustraNett,386.5,13.27,5128.85,3.5,False,4.25,1642.62,76.1,43.1,78.7,33.0,4.63,Risque élevé,2.866,False,False,True,False
2023-08-01,2023,8,3,2023-08,Désodorisant industriel masquant,désodorisant,synthétique,ProHygiène,188.5,6.11,1151.74,9.1,False,7.36,1387.36,319.7,23.7,84.9,57.1,4.48,Risque élevé,1.364,False,False,True,False
2023-08-01,2023,8,3,2023-08,Désodorisant enzymatique,désodorisant,enzymatique,ProHygiène,497.3,15.05,7484.37,7.0,True,0.55,273.52,698.4,84.2,358.7,48.6,8.67,Faible risque,1.736,True,True,True,False
2023-08-01,2023,8,3,2023-08,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,EcoClean,307.1,36.63,11249.07,5.5,False,14.29,4388.46,222.1,31.6,17.6,39.9,4.4,Risque élevé,8.325,False,False,True,False
2023-08-01,2023,8,3,2023-08,Mousse écologique certifiée,nettoyant multi,biosourcé,VerteChimie,367.7,8.97,3298.27,8.0,True,0.58,213.27,847.1,91.4,193.9,10.4,7.59,Faible risque,1.182,True,True,True,False
2023-08-01,2023,8,3,2023-08,Nettoyant acide biosourcé,détartrant,biosourcé,IndustraNett,282.5,22.49,6353.42,8.4,True,0.56,158.2,765.9,86.4,403.4,75.7,8.57,Faible risque,2.624,True,True,True,False
2023-09-01,2023,9,3,2023-09,Désodorisant industriel masquant,désodorisant,synthétique,IndustraNett,316.0,3.27,1033.32,9.3,False,7.56,2388.96,379.5,61.0,97.7,24.8,5.61,Risque modéré,0.583,False,False,True,False
2023-09-01,2023,9,3,2023-09,Antirouille process,traitement surface,acide,EcoClean,90.2,5.87,529.47,2.4,False,6.99,630.5,125.1,44.3,104.6,64.6,4.45,Risque élevé,1.319,False,False,True,False
2023-09-01,2023,9,3,2023-09,Mousse nettoyante toutes surfaces,nettoyant multi,tensioactif,IndustraNett,205.1,42.83,8784.43,8.4,True,6.15,1261.36,357.1,61.0,92.1,20.9,5.87,Risque modéré,7.296,False,False,True,False
2023-09-01,2023,9,3,2023-09,Désodorisant industriel masquant,désodorisant,synthétique,ProHygiène,165.7,15.12,2505.38,9.5,False,7.78,1289.15,403.7,34.3,72.3,70.5,4.59,Risque élevé,3.294,False,False,True,False
2023-09-01,2023,9,3,2023-09,Nettoyant haute pression concentré,nettoyant HP,alcalin,ProHygiène,306.2,16.88,5168.66,12.0,False,9.08,2780.3,437.8,26.5,59.9,78.4,3.49,Risque élevé,4.837,False,False,True,False
2023-09-01,2023,9,3,2023-09,Désodorisant industriel masquant,désodorisant,synthétique,ProHygiène,95.2,17.55,1670.76,8.7,False,8.07,768.26,410.7,59.0,91.3,4.4,5.69,Risque modéré,3.084,False,False,True,False
2023-09-01,2023,9,3,2023-09,Nettoyant inox écologique,nettoyant inox,biosourcé,ProHygiène,5.5,15.9,87.45,8.1,True,0.6,3.3,828.4,92.7,417.0,3.5,8.94,Faible risque,1.779,True,False,True,True
2023-09-01,2023,9,3,2023-09,Nettoyant acide détartrant,détartrant,acide,ChemPro,38.4,36.84,1414.66,2.8,False,9.12,350.21,142.0,23.8,99.2,37.0,3.9,Risque élevé,9.446,False,False,True,False
2023-09-01,2023,9,3,2023-09,Dégraissant biosourcé CitraClean,dégraissant,biosourcé,VerteChimie,140.1,59.37,8317.74,8.2,True,0.45,63.04,668.7,98.8,439.5,8.9,9.23,Faible risque,6.432,True,True,True,False
2023-09-01,2023,9,3,2023-09,Cire sol industrielle,entretien sol,solvant,ProHygiène,368.6,16.06,5919.72,6.6,True,114.87,42341.08,275.6,22.7,5.8,73.1,3.06,Risque élevé,5.248,False,False,False,False
2023-10-01,2023,10,4,2023-10,Nettoyant inox écologique,nettoyant inox,biosourcé,IndustraNett,124.6,13.1,1632.26,6.8,True,0.45,56.07,752.8,92.2,413.5,2.2,9.18,Faible risque,1.427,True,False,True,False
2023-10-01,2023,10,4,2023-10,Désodorisant industriel masquant,désodorisant,synthétique,ProHygiène,394.2,7.79,3070.82,8.6,False,9.57,3772.49,318.3,32.5,74.1,48.0,4.8,Risque élevé,1.623,False,False,True,False
2023-10-01,2023,10,4,2023-10,Nettoyant acide biosourcé,détartrant,biosourcé,EcoClean,184.7,45.38,8381.69,6.7,True,0.55,101.58,910.2,90.4,456.0,70.4,9.35,Faible risque,4.853,True,True,True,True
2023-10-01,2023,10,4,2023-10,Emulsion sol biosourcée,entretien sol,biosourcé,ChemPro,94.4,16.66,1572.7,8.2,True,0.43,40.59,1005.8,86.7,527.5,21.5,9.23,Faible risque,1.805,True,True,True,True
2023-10-01,2023,10,4,2023-10,Désinfectant peroxyde EcoPur,désinfectant,peroxyde,IndustraNett,443.7,15.98,7090.33,7.0,True,0.76,337.21,800.1,93.2,303.2,61.1,8.61,Faible risque,1.856,True,True,True,True
2023-10-01,2023,10,4,2023-10,Nettoyant acide biosourcé,détartrant,biosourcé,IndustraNett,223.8,11.29,2526.7,8.4,True,0.45,100.71,620.9,90.8,532.9,22.1,9.29,Faible risque,1.215,True,True,True,False
2023-10-01,2023,10,4,2023-10,Nettoyant inox alimentaire,nettoyant inox,acide,IndustraNett,465.0,18.2,8463.0,3.0,False,8.71,4050.15,123.6,36.9,73.2,57.1,4.2,Risque élevé,4.333,False,False,True,False
2023-10-01,2023,10,4,2023-10,Désodorisant industriel masquant,désodorisant,synthétique,ChemPro,481.7,14.54,7003.92,5.6,False,9.31,4484.63,217.5,20.4,74.7,31.4,4.51,Risque élevé,3.224,False,False,True,False
2023-10-01,2023,10,4,2023-10,Antirouille process,traitement surface,acide,EcoClean,261.4,5.97,1560.56,3.0,False,10.44,2729.02,132.5,47.7,36.0,35.3,4.28,Risque élevé,1.395,False,False,True,False
2023-10-01,2023,10,4,2023-10,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,VerteChimie,455.0,33.66,15315.3,8.0,True,8.88,4040.4,177.1,29.5,36.1,73.2,4.68,Risque élevé,7.192,False,False,True,False
2023-11-01,2023,11,4,2023-11,Dégraissant alcalin HD,dégraissant,alcalin,ChemPro,420.0,19.2,8064.0,13.5,False,11.66,4897.2,342.4,53.7,116.7,31.4,4.16,Risque élevé,4.615,False,False,True,False
2023-11-01,2023,11,4,2023-11,Désodorisant enzymatique,désodorisant,enzymatique,IndustraNett,59.9,43.07,2579.89,6.6,True,0.37,22.16,691.6,90.7,486.8,25.7,9.51,Faible risque,4.529,True,False,True,True
2023-11-01,2023,11,4,2023-11,Nettoyant inox alimentaire,nettoyant inox,acide,ProHygiène,116.2,22.55,2620.31,2.5,False,7.6,883.12,169.6,46.7,51.7,29.9,4.23,Risque élevé,5.331,False,False,True,False
2023-11-01,2023,11,4,2023-11,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,VerteChimie,83.5,53.3,4450.55,8.1,True,0.57,47.6,742.5,95.4,448.7,53.4,9.21,Faible risque,5.787,True,True,True,True
2023-11-01,2023,11,4,2023-11,Désinfectant peroxyde EcoPur,désinfectant,peroxyde,ProHygiène,486.7,14.32,6969.54,7.2,True,0.5,243.35,864.5,80.8,444.0,51.4,9.02,Faible risque,1.588,True,True,True,True
2023-11-01,2023,11,4,2023-11,Désodorisant industriel masquant,désodorisant,synthétique,EcoClean,288.8,3.97,1146.54,9.5,False,9.9,2859.12,469.7,23.6,97.6,16.5,4.39,Risque élevé,0.904,False,False,True,False
2023-11-01,2023,11,4,2023-11,Emulsion sol biosourcée,entretien sol,biosourcé,VerteChimie,417.7,50.35,21031.2,7.6,True,0.52,217.2,922.6,83.8,436.5,23.0,8.94,Faible risque,5.632,True,True,True,True
2023-11-01,2023,11,4,2023-11,Nettoyant inox écologique,nettoyant inox,biosourcé,ChemPro,240.4,40.69,9781.88,8.1,True,0.62,149.05,687.3,89.3,427.7,79.0,8.9,Faible risque,4.572,True,True,True,False
2023-12-01,2023,12,4,2023-12,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,ChemPro,163.1,9.45,1541.29,7.3,True,0.39,63.61,926.5,86.9,214.6,43.7,7.8,Faible risque,1.212,True,False,True,True
2023-12-01,2023,12,4,2023-12,Décapant sol enzymatique,décapant,enzymatique,IndustraNett,179.4,28.1,5041.14,7.6,True,0.7,125.58,641.0,84.1,450.4,8.8,9.03,Faible risque,3.112,True,False,True,False
2023-12-01,2023,12,4,2023-12,Nettoyant haute pression concentré,nettoyant HP,alcalin,ChemPro,145.8,6.43,937.49,12.9,False,9.57,1395.31,239.6,64.8,91.3,35.2,4.55,Risque élevé,1.413,False,False,True,False
2023-12-01,2023,12,4,2023-12,Nettoyant inox alimentaire,nettoyant inox,acide,ChemPro,61.2,38.1,2331.72,2.4,False,9.78,598.54,134.5,62.3,90.3,9.5,4.87,Risque élevé,7.823,False,False,True,False
2023-12-01,2023,12,4,2023-12,Désinfectant peroxyde EcoPur,désinfectant,peroxyde,ProHygiène,358.4,58.8,21073.92,7.6,True,0.61,218.62,708.0,88.8,392.3,70.6,8.83,Faible risque,6.659,True,False,True,False
2023-12-01,2023,12,4,2023-12,Mousse nettoyante toutes surfaces,nettoyant multi,tensioactif,EcoClean,413.1,35.69,14743.54,5.5,False,8.04,3321.32,269.5,21.9,56.4,26.6,4.43,Risque élevé,8.056,False,False,True,False
2023-12-01,2023,12,4,2023-12,Nettoyant haute pression concentré,nettoyant HP,alcalin,ChemPro,30.9,29.46,910.31,13.1,False,6.39,197.45,180.2,25.0,79.3,39.1,3.26,Risque élevé,9.037,False,False,True,False
2023-12-01,2023,12,4,2023-12,Nettoyant haute pression concentré,nettoyant HP,alcalin,EcoClean,295.6,25.69,7593.96,11.6,False,9.9,2926.44,432.0,46.8,128.7,44.8,4.63,Risque élevé,5.549,False,False,True,False
2023-12-01,2023,12,4,2023-12,Désinfectant peroxyde EcoPur,désinfectant,peroxyde,VerteChimie,56.1,50.12,2811.73,7.7,True,0.53,29.73,683.0,96.5,370.2,19.6,8.89,Faible risque,5.638,True,True,True,True
2023-12-01,2023,12,4,2023-12,Désinfectant peroxyde EcoPur,désinfectant,peroxyde,IndustraNett,159.4,4.11,655.13,7.1,True,0.32,51.01,853.0,98.1,464.0,24.0,9.69,Faible risque,0.424,True,True,True,True
2024-01-01,2024,1,1,2024-01,Dégraissant solvant chloré,dégraissant,solvant,ChemPro,38.0,30.52,1159.76,9.2,False,72.03,2737.14,321.5,60.6,13.2,5.0,4.26,Risque élevé,7.164,False,False,True,False
2024-01-01,2024,1,1,2024-01,Désinfectant peroxyde EcoPur,désinfectant,peroxyde,ProHygiène,348.8,5.44,1897.47,7.5,True,0.42,146.5,670.7,87.6,314.1,59.5,8.35,Faible risque,0.651,True,True,True,False
2024-01-01,2024,1,1,2024-01,Emulsion sol biosourcée,entretien sol,biosourcé,VerteChimie,488.1,27.16,13256.8,7.9,True,0.6,292.86,759.2,76.0,453.2,70.5,8.71,Faible risque,3.118,True,True,True,False
2024-01-01,2024,1,1,2024-01,Cire sol industrielle,entretien sol,solvant,ProHygiène,420.0,8.58,3603.6,7.7,True,99.03,41592.6,349.4,59.9,6.0,36.4,4.3,Risque élevé,1.995,False,False,True,False
2024-01-01,2024,1,1,2024-01,Désodorisant industriel masquant,désodorisant,synthétique,ChemPro,213.6,7.21,1540.06,7.7,True,9.33,1992.89,427.5,64.0,77.1,31.7,6.04,Risque modéré,1.194,False,False,True,False
2024-01-01,2024,1,1,2024-01,Désinfectant peroxyde EcoPur,désinfectant,peroxyde,ChemPro,366.2,48.57,17786.33,8.2,True,0.48,175.78,1036.6,92.2,354.0,21.5,8.51,Faible risque,5.707,True,False,True,False
2024-01-01,2024,1,1,2024-01,Cire sol industrielle,entretien sol,solvant,ChemPro,221.9,23.8,5281.22,8.1,True,77.97,17301.54,359.9,42.9,2.9,73.0,3.93,Risque élevé,6.056,False,False,False,False
2024-02-01,2024,2,1,2024-02,Nettoyant acide biosourcé,détartrant,biosourcé,EcoClean,283.2,7.39,2092.85,7.0,True,0.54,152.93,764.6,93.2,579.1,23.2,9.79,Faible risque,0.755,True,True,True,False
2024-02-01,2024,2,1,2024-02,Dégraissant biosourcé CitraClean,dégraissant,biosourcé,IndustraNett,481.6,62.42,30061.47,7.7,True,0.54,260.06,824.0,76.4,501.9,38.9,9.07,Faible risque,6.882,True,False,True,True
2024-02-01,2024,2,1,2024-02,Décapant sol enzymatique,décapant,enzymatique,IndustraNett,426.3,49.31,21020.85,6.8,True,0.51,217.41,892.7,96.7,539.3,30.1,9.83,Faible risque,5.016,True,True,True,False
2024-02-01,2024,2,1,2024-02,Dégraissant biosourcé CitraClean,dégraissant,biosourcé,VerteChimie,302.0,7.21,2177.42,8.4,True,0.51,154.02,745.7,83.1,444.4,31.4,8.72,Faible risque,0.827,True,True,True,False
2024-03-01,2024,3,1,2024-03,Nettoyant inox écologique,nettoyant inox,biosourcé,IndustraNett,294.9,21.24,6263.68,7.0,True,0.68,200.53,793.8,88.2,183.2,19.6,7.74,Faible risque,2.744,True,False,True,True
2024-03-01,2024,3,1,2024-03,Dégraissant alcalin HD,dégraissant,alcalin,ProHygiène,291.4,18.0,5245.2,11.5,False,7.48,2179.67,210.3,58.7,119.8,40.1,5.0,Risque élevé,3.6,False,False,True,False
2024-03-01,2024,3,1,2024-03,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,ChemPro,478.5,8.55,4091.18,7.5,True,0.42,200.97,873.6,76.0,318.7,55.1,8.03,Faible risque,1.065,True,True,True,False
2024-03-01,2024,3,1,2024-03,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,ChemPro,102.2,5.34,545.75,6.8,True,0.57,58.25,691.4,76.5,362.6,46.8,8.4,Faible risque,0.636,True,True,True,False
2024-03-01,2024,3,1,2024-03,Désodorisant industriel masquant,désodorisant,synthétique,EcoClean,417.7,17.57,7338.99,5.6,False,7.73,3228.82,300.5,62.2,65.9,49.8,5.73,Risque modéré,3.066,False,False,True,False
2024-03-01,2024,3,1,2024-03,Emulsion sol biosourcée,entretien sol,biosourcé,VerteChimie,70.7,40.56,2867.59,7.5,True,0.48,33.94,657.1,80.2,359.8,62.1,8.4,Faible risque,4.829,True,False,True,False
2024-04-01,2024,4,2,2024-04,Décapant sol enzymatique,décapant,enzymatique,ProHygiène,176.2,13.86,2442.13,7.3,True,0.39,68.72,797.8,85.0,457.9,19.2,9.2,Faible risque,1.507,True,True,True,False
2024-04-01,2024,4,2,2024-04,Désinfectant peroxyde EcoPur,désinfectant,peroxyde,ProHygiène,119.9,3.54,424.45,6.9,True,0.56,67.14,643.5,96.0,299.4,19.0,8.64,Faible risque,0.41,True,True,True,True
2024-04-01,2024,4,2,2024-04,Mousse écologique certifiée,nettoyant multi,biosourcé,ProHygiène,326.6,62.36,20366.78,8.3,True,0.39,127.37,843.8,96.7,406.0,48.9,8.93,Faible risque,6.983,True,True,True,False
2024-04-01,2024,4,2,2024-04,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,VerteChimie,171.0,23.2,3967.2,7.8,True,0.51,87.21,758.0,76.3,339.8,15.3,8.07,Faible risque,2.875,True,True,True,False
2024-04-01,2024,4,2,2024-04,Cire sol industrielle,entretien sol,solvant,ChemPro,69.3,4.3,297.99,8.5,True,122.56,8493.41,293.4,55.1,9.4,15.1,3.61,Risque élevé,1.191,False,False,False,False
2024-04-01,2024,4,2,2024-04,Nettoyant haute pression concentré,nettoyant HP,alcalin,ChemPro,260.7,22.46,5855.32,11.2,False,9.61,2505.33,364.4,40.3,135.1,38.6,4.6,Risque élevé,4.883,False,False,True,False
2024-04-01,2024,4,2,2024-04,Désodorisant industriel masquant,désodorisant,synthétique,IndustraNett,251.6,43.33,10901.83,5.8,False,6.87,1728.49,344.2,29.4,69.7,36.8,4.84,Risque élevé,8.952,False,False,True,False
2024-05-01,2024,5,2,2024-05,Décapant sol industriel,décapant,solvant,VerteChimie,102.7,9.46,971.54,6.9,True,144.88,14879.18,292.0,37.5,8.5,44.9,3.21,Risque élevé,2.947,False,False,False,False
2024-05-01,2024,5,2,2024-05,Décapant sol industriel,décapant,solvant,EcoClean,386.8,26.52,10257.94,5.1,False,99.59,38521.41,521.2,61.9,8.3,70.0,3.99,Risque élevé,6.647,False,False,True,False
2024-05-01,2024,5,2,2024-05,Décapant sol enzymatique,décapant,enzymatique,VerteChimie,108.2,13.12,1419.58,7.1,True,0.62,67.08,1009.6,96.0,404.7,75.5,9.27,Faible risque,1.415,True,True,True,True
2024-05-01,2024,5,2,2024-05,Nettoyant acide détartrant,détartrant,acide,ProHygiène,241.5,16.97,4098.26,4.0,False,10.35,2499.52,128.9,63.3,43.0,24.5,5.1,Risque modéré,3.327,False,False,True,False
2024-05-01,2024,5,2,2024-05,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,VerteChimie,27.1,30.42,824.38,8.1,True,16.24,440.1,175.9,53.8,28.5,12.6,5.23,Risque modéré,5.816,False,False,True,False
2024-05-01,2024,5,2,2024-05,Décapant sol industriel,décapant,solvant,VerteChimie,280.4,34.38,9640.15,9.5,False,126.73,35535.09,305.4,40.0,3.5,77.1,2.76,Risque élevé,12.457,False,False,False,False
2024-05-01,2024,5,2,2024-05,Nettoyant acide biosourcé,détartrant,biosourcé,IndustraNett,305.5,54.84,16753.62,7.7,True,0.42,128.31,844.6,89.1,462.9,37.2,9.23,Faible risque,5.941,True,False,True,False
2024-05-01,2024,5,2,2024-05,Décapant sol industriel,décapant,solvant,EcoClean,265.7,3.59,953.86,7.3,True,152.69,40569.73,457.4,58.9,2.0,31.6,3.69,Risque élevé,0.973,False,False,False,False
2024-06-01,2024,6,2,2024-06,Cire sol industrielle,entretien sol,solvant,VerteChimie,192.8,28.73,5539.14,9.1,False,98.76,19040.93,203.3,31.2,8.6,35.6,3.02,Risque élevé,9.513,False,False,True,False
2024-06-01,2024,6,2,2024-06,Désodorisant industriel masquant,désodorisant,synthétique,ChemPro,308.8,19.46,6009.25,9.7,False,8.39,2590.83,344.8,32.2,76.1,42.8,4.48,Risque élevé,4.344,False,False,True,False
2024-06-01,2024,6,2,2024-06,Décapant sol enzymatique,décapant,enzymatique,ChemPro,301.1,54.5,16409.95,7.6,True,0.6,180.66,769.3,91.7,322.8,14.3,8.5,Faible risque,6.412,True,True,True,False
2024-06-01,2024,6,2,2024-06,Nettoyant HP vert dilution forte,nettoyant HP,biosourcé,VerteChimie,320.4,33.43,10710.97,7.8,True,0.48,153.79,535.5,96.3,544.4,11.6,9.64,Faible risque,3.468,True,True,True,True
2024-06-01,2024,6,2,2024-06,Désodorisant industriel masquant,désodorisant,synthétique,EcoClean,161.5,10.97,1771.66,6.9,True,11.84,1912.16,195.9,38.6,24.8,42.3,5.12,Risque modéré,2.143,False,False,True,False
2024-06-01,2024,6,2,2024-06,Décapant sol enzymatique,décapant,enzymatique,IndustraNett,363.1,58.93,21397.48,7.5,True,0.31,112.56,685.4,95.5,391.7,5.5,9.06,Faible risque,6.504,True,True,True,False
2024-06-01,2024,6,2,2024-06,Antirouille process,traitement surface,acide,ChemPro,401.0,23.98,9615.98,2.9,False,6.57,2634.57,113.8,28.8,104.6,21.8,4.14,Risque élevé,5.792,False,False,True,False
2024-06-01,2024,6,2,2024-06,Emulsion sol biosourcée,entretien sol,biosourcé,ProHygiène,175.8,62.87,11052.55,7.9,True,0.61,107.24,664.6,78.6,301.3,57.6,7.88,Faible risque,7.978,True,False,True,True
2024-07-01,2024,7,3,2024-07,Désinfectant quaternaire QAC-50,désinfectant,ammonium quaternaire,ProHygiène,30.9,25.8,797.22,5.4,False,13.98,431.98,242.8,53.0,19.5,20.5,5.03,Risque modéré,5.129,False,False,True,False
